"U:0","U:1","U:2","magVorticity","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","y","yPlus","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.03863e+00,-1.20326e-03,-1.94010e-08,2.76109e-04,4.11623e-09,2.63388e-08,-2.76107e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.25192e+00,0.00000e+00,1.10018e-01,1,0.00000e+00,2.00000e+00,-1.00000e+01,-1.69407e-21
1.03865e+00,-1.23138e-03,-2.06666e-08,2.81715e-04,1.68668e-09,2.62654e-08,-2.81713e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.24219e+00,0.00000e+00,1.10018e-01,1,2.00005e-02,2.00000e+00,-9.98000e+00,-1.63816e-21
1.03866e+00,-1.25950e-03,-2.19321e-08,2.87321e-04,-7.42766e-10,2.61920e-08,-2.87319e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.23246e+00,0.00000e+00,1.10018e-01,1,4.00000e-02,2.00000e+00,-9.96000e+00,-1.58226e-21
1.03868e+00,-1.28762e-03,-2.31977e-08,2.92927e-04,-3.17232e-09,2.61186e-08,-2.92925e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.22273e+00,0.00000e+00,1.10018e-01,1,6.00004e-02,2.00000e+00,-9.94000e+00,-1.52635e-21
1.03869e+00,-1.31574e-03,-2.44633e-08,2.98533e-04,-5.60177e-09,2.60452e-08,-2.98531e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.21300e+00,0.00000e+00,1.10018e-01,1,7.99999e-02,2.00000e+00,-9.92000e+00,-1.47045e-21
1.03871e+00,-1.34386e-03,-2.57289e-08,3.04139e-04,-8.03132e-09,2.59718e-08,-3.04137e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.20327e+00,0.00000e+00,1.10018e-01,1,1.00000e-01,2.00000e+00,-9.90000e+00,-1.41454e-21
1.03873e+00,-1.37198e-03,-2.69944e-08,3.09745e-04,-1.04608e-08,2.58984e-08,-3.09743e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.19353e+00,0.00000e+00,1.10018e-01,1,1.20000e-01,2.00000e+00,-9.88000e+00,-1.35864e-21
1.03874e+00,-1.40010e-03,-2.82600e-08,3.15351e-04,-1.28903e-08,2.58250e-08,-3.15349e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.18380e+00,0.00000e+00,1.10018e-01,1,1.40000e-01,2.00000e+00,-9.86000e+00,-1.30274e-21
1.03876e+00,-1.42822e-03,-2.95255e-08,3.20957e-04,-1.53198e-08,2.57516e-08,-3.20955e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.17408e+00,0.00000e+00,1.10018e-01,1,1.60000e-01,2.00000e+00,-9.84000e+00,-1.24683e-21
1.03877e+00,-1.45634e-03,-3.07911e-08,3.26563e-04,-1.77493e-08,2.56782e-08,-3.26561e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.16434e+00,0.00000e+00,1.10018e-01,1,1.80000e-01,2.00000e+00,-9.82000e+00,-1.19093e-21
1.03879e+00,-1.48446e-03,-3.20567e-08,3.32169e-04,-2.01788e-08,2.56048e-08,-3.32167e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.15461e+00,0.00000e+00,1.10018e-01,1,2.00000e-01,2.00000e+00,-9.80000e+00,-1.13502e-21
1.03880e+00,-1.51258e-03,-3.33223e-08,3.37775e-04,-2.26083e-08,2.55314e-08,-3.37773e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.14488e+00,0.00000e+00,1.10018e-01,1,2.20000e-01,2.00000e+00,-9.78000e+00,-1.07912e-21
1.03882e+00,-1.54070e-03,-3.45878e-08,3.43381e-04,-2.50378e-08,2.54580e-08,-3.43379e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.13515e+00,0.00000e+00,1.10018e-01,1,2.40000e-01,2.00000e+00,-9.76000e+00,-1.02322e-21
1.03884e+00,-1.56882e-03,-3.58534e-08,3.48987e-04,-2.74673e-08,2.53846e-08,-3.48986e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.12542e+00,0.00000e+00,1.10018e-01,1,2.60000e-01,2.00000e+00,-9.74000e+00,-9.67312e-22
1.03885e+00,-1.59693e-03,-3.71190e-08,3.54593e-04,-2.98968e-08,2.53112e-08,-3.54592e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.11569e+00,0.00000e+00,1.10018e-01,1,2.80000e-01,2.00000e+00,-9.72000e+00,-9.11407e-22
1.03887e+00,-1.62505e-03,-3.83846e-08,3.60199e-04,-3.23263e-08,2.52378e-08,-3.60198e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.10596e+00,0.00000e+00,1.10018e-01,1,3.00000e-01,2.00000e+00,-9.70000e+00,-8.55503e-22
1.03888e+00,-1.65317e-03,-3.96501e-08,3.65805e-04,-3.47558e-08,2.51644e-08,-3.65804e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.09623e+00,0.00000e+00,1.10018e-01,1,3.20000e-01,2.00000e+00,-9.68000e+00,-7.99599e-22
1.03890e+00,-1.68129e-03,-4.09157e-08,3.71411e-04,-3.71853e-08,2.50910e-08,-3.71410e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.08650e+00,0.00000e+00,1.10018e-01,1,3.40000e-01,2.00000e+00,-9.66000e+00,-7.43695e-22
1.03891e+00,-1.70941e-03,-4.21813e-08,3.77017e-04,-3.96148e-08,2.50176e-08,-3.77016e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.07677e+00,0.00000e+00,1.10018e-01,1,3.60000e-01,2.00000e+00,-9.64000e+00,-6.87791e-22
1.03893e+00,-1.73753e-03,-4.34469e-08,3.82623e-04,-4.20443e-08,2.49442e-08,-3.82622e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.06704e+00,0.00000e+00,1.10018e-01,1,3.80000e-01,2.00000e+00,-9.62000e+00,-6.31887e-22
1.03894e+00,-1.76565e-03,-4.47124e-08,3.88229e-04,-4.44738e-08,2.48708e-08,-3.88228e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.05731e+00,0.00000e+00,1.10018e-01,1,4.00000e-01,2.00000e+00,-9.60000e+00,-5.75982e-22
1.03896e+00,-1.79377e-03,-4.59780e-08,3.93836e-04,-4.69033e-08,2.47974e-08,-3.93834e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.04758e+00,0.00000e+00,1.10018e-01,1,4.20000e-01,2.00000e+00,-9.58000e+00,-5.20078e-22
1.03898e+00,-1.82189e-03,-4.72435e-08,3.99441e-04,-4.93328e-08,2.47240e-08,-3.99440e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.03785e+00,0.00000e+00,1.10018e-01,1,4.40000e-01,2.00000e+00,-9.56000e+00,-4.64174e-22
1.03899e+00,-1.85001e-03,-4.85091e-08,4.05048e-04,-5.17623e-08,2.46506e-08,-4.05046e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.02812e+00,0.00000e+00,1.10018e-01,1,4.60000e-01,2.00000e+00,-9.54000e+00,-4.08270e-22
1.03901e+00,-1.87813e-03,-4.97747e-08,4.10654e-04,-5.41918e-08,2.45772e-08,-4.10652e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.01839e+00,0.00000e+00,1.10018e-01,1,4.80000e-01,2.00000e+00,-9.52000e+00,-3.52366e-22
1.03902e+00,-1.90625e-03,-5.10403e-08,4.16260e-04,-5.66213e-08,2.45038e-08,-4.16258e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.00866e+00,0.00000e+00,1.10018e-01,1,5.00000e-01,2.00000e+00,-9.50000e+00,-2.96462e-22
1.03904e+00,-1.93437e-03,-5.23059e-08,4.21866e-04,-5.90509e-08,2.44304e-08,-4.21864e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.99893e+00,0.00000e+00,1.10018e-01,1,5.20000e-01,2.00000e+00,-9.48000e+00,-2.40557e-22
1.03905e+00,-1.96249e-03,-5.35714e-08,4.27472e-04,-6.14803e-08,2.43570e-08,-4.27470e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.98920e+00,0.00000e+00,1.10018e-01,1,5.40000e-01,2.00000e+00,-9.46000e+00,-1.84653e-22
1.03907e+00,-1.99061e-03,-5.48370e-08,4.33078e-04,-6.39099e-08,2.42836e-08,-4.33076e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.97947e+00,0.00000e+00,1.10018e-01,1,5.60000e-01,2.00000e+00,-9.44000e+00,-1.28749e-22
1.03908e+00,-2.01872e-03,-5.61026e-08,4.38684e-04,-6.63393e-08,2.42102e-08,-4.38682e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.96974e+00,0.00000e+00,1.10018e-01,1,5.80000e-01,2.00000e+00,-9.42000e+00,-7.28448e-23
1.03910e+00,-2.04684e-03,-5.73682e-08,4.44290e-04,-6.87689e-08,2.41368e-08,-4.44289e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.96001e+00,0.00000e+00,1.10018e-01,1,6.00000e-01,2.00000e+00,-9.40000e+00,-1.69407e-23
1.03912e+00,-2.07496e-03,-5.86337e-08,4.49896e-04,-7.11983e-08,2.40634e-08,-4.49894e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.95028e+00,0.00000e+00,1.10018e-01,1,6.20000e-01,2.00000e+00,-9.38000e+00,3.89635e-23
1.03913e+00,-2.10308e-03,-5.98993e-08,4.55502e-04,-7.36279e-08,2.39900e-08,-4.55501e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.94055e+00,0.00000e+00,1.10018e-01,1,6.40000e-01,2.00000e+00,-9.36000e+00,9.48677e-23
1.03915e+00,-2.13120e-03,-6.11649e-08,4.61108e-04,-7.60573e-08,2.39166e-08,-4.61107e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.93082e+00,0.00000e+00,1.10018e-01,1,6.60000e-01,2.00000e+00,-9.34000e+00,1.50772e-22
1.03916e+00,-2.15932e-03,-6.24305e-08,4.66714e-04,-7.84869e-08,2.38432e-08,-4.66713e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.92109e+00,0.00000e+00,1.10018e-01,1,6.80000e-01,2.00000e+00,-9.32000e+00,2.06676e-22
1.03918e+00,-2.18744e-03,-6.36960e-08,4.72320e-04,-8.09163e-08,2.37698e-08,-4.72319e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.91136e+00,0.00000e+00,1.10018e-01,1,7.00000e-01,2.00000e+00,-9.30000e+00,2.62580e-22
1.03919e+00,-2.21556e-03,-6.49616e-08,4.77926e-04,-8.33459e-08,2.36964e-08,-4.77925e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.90163e+00,0.00000e+00,1.10018e-01,1,7.20000e-01,2.00000e+00,-9.28000e+00,3.18484e-22
1.03921e+00,-2.24368e-03,-6.62272e-08,4.83532e-04,-8.57753e-08,2.36230e-08,-4.83531e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.89190e+00,0.00000e+00,1.10018e-01,1,7.40000e-01,2.00000e+00,-9.26000e+00,3.74389e-22
1.03922e+00,-2.27180e-03,-6.74928e-08,4.89138e-04,-8.82049e-08,2.35496e-08,-4.89137e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.88217e+00,0.00000e+00,1.10018e-01,1,7.60000e-01,2.00000e+00,-9.24000e+00,4.30293e-22
1.03924e+00,-2.29992e-03,-6.87583e-08,4.94744e-04,-9.06343e-08,2.34762e-08,-4.94743e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.87244e+00,0.00000e+00,1.10018e-01,1,7.80000e-01,2.00000e+00,-9.22000e+00,4.86197e-22
1.03926e+00,-2.32804e-03,-7.00239e-08,5.00350e-04,-9.30639e-08,2.34028e-08,-5.00349e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.86271e+00,0.00000e+00,1.10018e-01,1,8.00000e-01,2.00000e+00,-9.20000e+00,5.42101e-22
1.03927e+00,-2.35615e-03,-7.12894e-08,5.05956e-04,-9.54933e-08,2.33294e-08,-5.05955e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.85298e+00,0.00000e+00,1.10018e-01,1,8.20000e-01,2.00000e+00,-9.18000e+00,5.98005e-22
1.03929e+00,-2.38427e-03,-7.25550e-08,5.11562e-04,-9.79229e-08,2.32560e-08,-5.11561e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.84325e+00,0.00000e+00,1.10018e-01,1,8.40000e-01,2.00000e+00,-9.16000e+00,6.53909e-22
1.03930e+00,-2.41239e-03,-7.38206e-08,5.17168e-04,-1.00352e-07,2.31826e-08,-5.17167e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.83352e+00,0.00000e+00,1.10018e-01,1,8.60000e-01,2.00000e+00,-9.14000e+00,7.09814e-22
1.03932e+00,-2.44051e-03,-7.50862e-08,5.22775e-04,-1.02782e-07,2.31092e-08,-5.22773e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.82378e+00,0.00000e+00,1.10018e-01,1,8.80000e-01,2.00000e+00,-9.12000e+00,7.65718e-22
1.03933e+00,-2.46863e-03,-7.63517e-08,5.28380e-04,-1.05211e-07,2.30358e-08,-5.28379e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.81405e+00,0.00000e+00,1.10018e-01,1,9.00000e-01,2.00000e+00,-9.10000e+00,8.21622e-22
1.03935e+00,-2.49675e-03,-7.76173e-08,5.33987e-04,-1.07641e-07,2.29624e-08,-5.33985e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.80432e+00,0.00000e+00,1.10018e-01,1,9.20000e-01,2.00000e+00,-9.08000e+00,8.77526e-22
1.03937e+00,-2.52487e-03,-7.88829e-08,5.39592e-04,-1.10070e-07,2.28890e-08,-5.39591e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.79459e+00,0.00000e+00,1.10018e-01,1,9.40000e-01,2.00000e+00,-9.06000e+00,9.33430e-22
1.03938e+00,-2.55608e-03,-8.04514e-08,5.45794e-04,-1.12331e-07,2.26783e-08,-5.45793e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.78372e+00,0.00000e+00,1.09145e-01,1,9.60000e-01,2.00000e+00,-9.04000e+00,9.89334e-22
1.03943e+00,-2.60762e-03,-8.43589e-08,5.56459e-04,-1.13400e-07,2.14150e-08,-5.56457e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.76433e+00,0.00000e+00,1.09145e-01,1,9.80000e-01,2.00000e+00,-9.02000e+00,1.04524e-21
1.03948e+00,-2.65917e-03,-8.82667e-08,5.67124e-04,-1.14469e-07,2.01517e-08,-5.67123e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.74494e+00,0.00000e+00,1.09145e-01,1,1.00000e+00,2.00000e+00,-9.00000e+00,1.10114e-21
1.03952e+00,-2.71072e-03,-9.21744e-08,5.77789e-04,-1.15539e-07,1.88884e-08,-5.77788e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.72556e+00,0.00000e+00,1.09145e-01,1,1.02000e+00,2.00000e+00,-8.98000e+00,1.15705e-21
1.03957e+00,-2.76226e-03,-9.60820e-08,5.88454e-04,-1.16608e-07,1.76251e-08,-5.88453e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.70617e+00,0.00000e+00,1.09145e-01,1,1.04000e+00,2.00000e+00,-8.96000e+00,1.21295e-21
1.03961e+00,-2.81381e-03,-9.99897e-08,5.99119e-04,-1.17677e-07,1.63618e-08,-5.99118e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.68678e+00,0.00000e+00,1.09145e-01,1,1.06000e+00,2.00000e+00,-8.94000e+00,1.26886e-21
1.03966e+00,-2.86535e-03,-1.03897e-07,6.09784e-04,-1.18747e-07,1.50985e-08,-6.09783e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.66740e+00,0.00000e+00,1.09145e-01,1,1.08000e+00,2.00000e+00,-8.92000e+00,1.32476e-21
1.03971e+00,-2.91690e-03,-1.07805e-07,6.20450e-04,-1.19816e-07,1.38352e-08,-6.20449e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.64801e+00,0.00000e+00,1.09145e-01,1,1.10000e+00,2.00000e+00,-8.90000e+00,1.38066e-21
1.03975e+00,-2.96844e-03,-1.11713e-07,6.31114e-04,-1.20886e-07,1.25719e-08,-6.31113e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.62862e+00,0.00000e+00,1.09145e-01,1,1.12000e+00,2.00000e+00,-8.88000e+00,1.43657e-21
1.03980e+00,-3.01999e-03,-1.15620e-07,6.41780e-04,-1.21955e-07,1.13086e-08,-6.41779e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.60924e+00,0.00000e+00,1.09145e-01,1,1.14000e+00,2.00000e+00,-8.86000e+00,1.49247e-21
1.03984e+00,-3.07153e-03,-1.19528e-07,6.52445e-04,-1.23024e-07,1.00453e-08,-6.52444e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.58985e+00,0.00000e+00,1.09145e-01,1,1.16000e+00,2.00000e+00,-8.84000e+00,1.54838e-21
1.03989e+00,-3.12308e-03,-1.23436e-07,6.63110e-04,-1.24094e-07,8.78202e-09,-6.63109e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.57046e+00,0.00000e+00,1.09145e-01,1,1.18000e+00,2.00000e+00,-8.82000e+00,1.60428e-21
1.03994e+00,-3.17462e-03,-1.27343e-07,6.73775e-04,-1.25163e-07,7.51876e-09,-6.73774e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.55108e+00,0.00000e+00,1.09145e-01,1,1.20000e+00,2.00000e+00,-8.80000e+00,1.66018e-21
1.03998e+00,-3.22617e-03,-1.31251e-07,6.84440e-04,-1.26232e-07,6.25544e-09,-6.84439e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.53169e+00,0.00000e+00,1.09145e-01,1,1.22000e+00,2.00000e+00,-8.78000e+00,1.71609e-21
1.04003e+00,-3.27771e-03,-1.35159e-07,6.95105e-04,-1.27302e-07,4.99218e-09,-6.95104e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.51230e+00,0.00000e+00,1.09145e-01,1,1.24000e+00,2.00000e+00,-8.76000e+00,1.77199e-21
1.04007e+00,-3.32926e-03,-1.39066e-07,7.05770e-04,-1.28371e-07,3.72885e-09,-7.05770e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.49292e+00,0.00000e+00,1.09145e-01,1,1.26000e+00,2.00000e+00,-8.74000e+00,1.82790e-21
1.04012e+00,-3.38080e-03,-1.42974e-07,7.16435e-04,-1.29440e-07,2.46559e-09,-7.16434e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.47353e+00,0.00000e+00,1.09145e-01,1,1.28000e+00,2.00000e+00,-8.72000e+00,1.88380e-21
1.04017e+00,-3.43235e-03,-1.46882e-07,7.27101e-04,-1.30510e-07,1.20227e-09,-7.27100e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.45414e+00,0.00000e+00,1.09145e-01,1,1.30000e+00,2.00000e+00,-8.70000e+00,1.93971e-21
1.04021e+00,-3.48389e-03,-1.50789e-07,7.37765e-04,-1.31579e-07,-6.09946e-11,-7.37765e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.43476e+00,0.00000e+00,1.09145e-01,1,1.32000e+00,2.00000e+00,-8.68000e+00,1.99561e-21
1.04026e+00,-3.53544e-03,-1.54697e-07,7.48431e-04,-1.32648e-07,-1.32432e-09,-7.48430e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.41537e+00,0.00000e+00,1.09145e-01,1,1.34000e+00,2.00000e+00,-8.66000e+00,2.05151e-21
1.04030e+00,-3.58698e-03,-1.58604e-07,7.59096e-04,-1.33718e-07,-2.58758e-09,-7.59095e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.39598e+00,0.00000e+00,1.09145e-01,1,1.36000e+00,2.00000e+00,-8.64000e+00,2.10742e-21
1.04035e+00,-3.63853e-03,-1.62512e-07,7.69761e-04,-1.34787e-07,-3.85090e-09,-7.69760e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.37660e+00,0.00000e+00,1.09145e-01,1,1.38000e+00,2.00000e+00,-8.62000e+00,2.16332e-21
1.04040e+00,-3.69007e-03,-1.66420e-07,7.80426e-04,-1.35856e-07,-5.11417e-09,-7.80425e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.35721e+00,0.00000e+00,1.09145e-01,1,1.40000e+00,2.00000e+00,-8.60000e+00,2.21923e-21
1.04044e+00,-3.74162e-03,-1.70328e-07,7.91091e-04,-1.36926e-07,-6.37749e-09,-7.91090e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.33782e+00,0.00000e+00,1.09145e-01,1,1.42000e+00,2.00000e+00,-8.58000e+00,2.27513e-21
1.04049e+00,-3.79316e-03,-1.74235e-07,8.01756e-04,-1.37995e-07,-7.64075e-09,-8.01755e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.31844e+00,0.00000e+00,1.09145e-01,1,1.44000e+00,2.00000e+00,-8.56000e+00,2.33103e-21
1.04053e+00,-3.84471e-03,-1.78143e-07,8.12421e-04,-1.39065e-07,-8.90407e-09,-8.12421e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.29905e+00,0.00000e+00,1.09145e-01,1,1.46000e+00,2.00000e+00,-8.54000e+00,2.38694e-21
1.04058e+00,-3.89625e-03,-1.82050e-07,8.23086e-04,-1.40134e-07,-1.01673e-08,-8.23086e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.27966e+00,0.00000e+00,1.09145e-01,1,1.48000e+00,2.00000e+00,-8.52000e+00,2.44284e-21
1.04063e+00,-3.94780e-03,-1.85958e-07,8.33752e-04,-1.41203e-07,-1.14307e-08,-8.33751e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.26027e+00,0.00000e+00,1.09145e-01,1,1.50000e+00,2.00000e+00,-8.50000e+00,2.49875e-21
1.04067e+00,-3.99935e-03,-1.89866e-07,8.44417e-04,-1.42273e-07,-1.26940e-08,-8.44416e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.24089e+00,0.00000e+00,1.09145e-01,1,1.52000e+00,2.00000e+00,-8.48000e+00,2.55465e-21
1.04072e+00,-4.05089e-03,-1.93774e-07,8.55082e-04,-1.43342e-07,-1.39572e-08,-8.55081e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.22150e+00,0.00000e+00,1.09145e-01,1,1.54000e+00,2.00000e+00,-8.46000e+00,2.61056e-21
1.04076e+00,-4.10244e-03,-1.97681e-07,8.65747e-04,-1.44411e-07,-1.52206e-08,-8.65747e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.20211e+00,0.00000e+00,1.09145e-01,1,1.56000e+00,2.00000e+00,-8.44000e+00,2.66646e-21
1.04081e+00,-4.15398e-03,-2.01589e-07,8.76412e-04,-1.45481e-07,-1.64838e-08,-8.76411e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.18273e+00,0.00000e+00,1.09145e-01,1,1.58000e+00,2.00000e+00,-8.42000e+00,2.72236e-21
1.04086e+00,-4.20553e-03,-2.05497e-07,8.87077e-04,-1.46550e-07,-1.77472e-08,-8.87077e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.16334e+00,0.00000e+00,1.09145e-01,1,1.60000e+00,2.00000e+00,-8.40000e+00,2.77827e-21
1.04090e+00,-4.25707e-03,-2.09404e-07,8.97742e-04,-1.47619e-07,-1.90104e-08,-8.97742e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.14395e+00,0.00000e+00,1.09145e-01,1,1.62000e+00,2.00000e+00,-8.38000e+00,2.83417e-21
1.04095e+00,-4.30862e-03,-2.13312e-07,9.08408e-04,-1.48689e-07,-2.02737e-08,-9.08407e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.12457e+00,0.00000e+00,1.09145e-01,1,1.64000e+00,2.00000e+00,-8.36000e+00,2.89008e-21
1.04099e+00,-4.36016e-03,-2.17219e-07,9.19072e-04,-1.49758e-07,-2.15370e-08,-9.19072e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.10518e+00,0.00000e+00,1.09145e-01,1,1.66000e+00,2.00000e+00,-8.34000e+00,2.94598e-21
1.04104e+00,-4.41171e-03,-2.21127e-07,9.29738e-04,-1.50828e-07,-2.28003e-08,-9.29737e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.08579e+00,0.00000e+00,1.09145e-01,1,1.68000e+00,2.00000e+00,-8.32000e+00,3.00188e-21
1.04109e+00,-4.46325e-03,-2.25035e-07,9.40403e-04,-1.51897e-07,-2.40636e-08,-9.40402e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.06641e+00,0.00000e+00,1.09145e-01,1,1.70000e+00,2.00000e+00,-8.30000e+00,3.05779e-21
1.04113e+00,-4.51480e-03,-2.28943e-07,9.51068e-04,-1.52966e-07,-2.53269e-08,-9.51067e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.04702e+00,0.00000e+00,1.09145e-01,1,1.72000e+00,2.00000e+00,-8.28000e+00,3.11369e-21
1.04118e+00,-4.56634e-03,-2.32850e-07,9.61733e-04,-1.54036e-07,-2.65902e-08,-9.61732e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.02763e+00,0.00000e+00,1.09145e-01,1,1.74000e+00,2.00000e+00,-8.26000e+00,3.16960e-21
1.04122e+00,-4.61789e-03,-2.36758e-07,9.72398e-04,-1.55105e-07,-2.78535e-08,-9.72398e-04,0.00000e+00,0.00000e+00,0.00000e+00,8.00825e+00,0.00000e+00,1.09145e-01,1,1.76000e+00,2.00000e+00,-8.24000e+00,3.22550e-21
1.04127e+00,-4.66943e-03,-2.40665e-07,9.83063e-04,-1.56174e-07,-2.91168e-08,-9.83063e-04,0.00000e+00,0.00000e+00,0.00000e+00,7.98886e+00,0.00000e+00,1.09145e-01,1,1.78000e+00,2.00000e+00,-8.22000e+00,3.28141e-21
1.04132e+00,-4.72098e-03,-2.44573e-07,9.93728e-04,-1.57244e-07,-3.03801e-08,-9.93728e-04,0.00000e+00,0.00000e+00,0.00000e+00,7.96947e+00,0.00000e+00,1.09145e-01,1,1.80000e+00,2.00000e+00,-8.20000e+00,3.33731e-21
1.04136e+00,-4.77252e-03,-2.48481e-07,1.00439e-03,-1.58313e-07,-3.16433e-08,-1.00439e-03,0.00000e+00,0.00000e+00,0.00000e+00,7.95009e+00,0.00000e+00,1.09145e-01,1,1.82000e+00,2.00000e+00,-8.18000e+00,3.39321e-21
1.04141e+00,-4.82407e-03,-2.52388e-07,1.01506e-03,-1.59382e-07,-3.29067e-08,-1.01506e-03,0.00000e+00,0.00000e+00,0.00000e+00,7.93070e+00,0.00000e+00,1.09145e-01,1,1.84000e+00,2.00000e+00,-8.16000e+00,3.44912e-21
1.04145e+00,-4.87561e-03,-2.56296e-07,1.02572e-03,-1.60452e-07,-3.41699e-08,-1.02572e-03,0.00000e+00,0.00000e+00,0.00000e+00,7.91131e+00,0.00000e+00,1.09145e-01,1,1.86000e+00,2.00000e+00,-8.14000e+00,3.50502e-21
1.04150e+00,-4.92716e-03,-2.60204e-07,1.03639e-03,-1.61521e-07,-3.54333e-08,-1.03639e-03,0.00000e+00,0.00000e+00,0.00000e+00,7.89193e+00,0.00000e+00,1.09145e-01,1,1.88000e+00,2.00000e+00,-8.12000e+00,3.56093e-21
1.04155e+00,-4.97870e-03,-2.64111e-07,1.04705e-03,-1.62590e-07,-3.66965e-08,-1.04705e-03,0.00000e+00,0.00000e+00,0.00000e+00,7.87254e+00,0.00000e+00,1.09145e-01,1,1.90000e+00,2.00000e+00,-8.10000e+00,3.61683e-21
