"U:0","U:1","U:2","magVorticity","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","y","yPlus","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.06291e+00,-1.44431e-02,-1.10817e-06,1.96553e-03,1.28858e-06,-4.03772e-07,-1.96300e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.80245e+00,0.00000e+00,9.17690e-02,1,5.18000e+00,2.00000e+00,-4.82000e+00,1.27851e-20
1.06328e+00,-1.45692e-02,-1.12063e-06,1.97030e-03,1.31060e-06,-4.02914e-07,-1.96764e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.77223e+00,0.00000e+00,9.17690e-02,1,5.20000e+00,2.00000e+00,-4.80000e+00,1.28410e-20
1.06361e+00,-1.47366e-02,-1.13729e-06,1.97872e-03,1.33301e-06,-4.03069e-07,-1.97594e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.74321e+00,0.00000e+00,9.17690e-02,1,5.22000e+00,2.00000e+00,-4.78000e+00,1.28969e-20
1.06393e+00,-1.49276e-02,-1.15636e-06,1.98924e-03,1.35564e-06,-4.03804e-07,-1.98634e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.71487e+00,0.00000e+00,9.17690e-02,1,5.24000e+00,2.00000e+00,-4.76000e+00,1.29528e-20
1.06424e+00,-1.51186e-02,-1.17543e-06,1.99975e-03,1.37827e-06,-4.04539e-07,-1.99674e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.68653e+00,0.00000e+00,9.17690e-02,1,5.26000e+00,2.00000e+00,-4.74000e+00,1.30087e-20
1.06456e+00,-1.53096e-02,-1.19451e-06,2.01027e-03,1.40090e-06,-4.05274e-07,-2.00714e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.65820e+00,0.00000e+00,9.17690e-02,1,5.28000e+00,2.00000e+00,-4.72000e+00,1.30646e-20
1.06489e+00,-1.54558e-02,-1.26535e-06,2.01673e-03,1.38797e-06,-4.07288e-07,-2.01250e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.63286e+00,0.00000e+00,8.62464e-02,1,5.30000e+00,2.00000e+00,-4.70000e+00,1.31205e-20
1.06522e+00,-1.55755e-02,-1.36683e-06,2.02079e-03,1.35399e-06,-4.10058e-07,-2.01486e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.60930e+00,0.00000e+00,8.62464e-02,1,5.32000e+00,2.00000e+00,-4.68000e+00,1.31764e-20
1.06555e+00,-1.56952e-02,-1.46832e-06,2.02486e-03,1.32000e-06,-4.12829e-07,-2.01723e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.58573e+00,0.00000e+00,8.62464e-02,1,5.34000e+00,2.00000e+00,-4.66000e+00,1.32323e-20
1.06589e+00,-1.58148e-02,-1.56981e-06,2.02892e-03,1.28601e-06,-4.15599e-07,-2.01959e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.56217e+00,0.00000e+00,8.62464e-02,1,5.36000e+00,2.00000e+00,-4.64000e+00,1.32883e-20
1.06622e+00,-1.59183e-02,-1.67289e-06,2.03687e-03,1.25447e-06,-4.16974e-07,-2.02605e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.53850e+00,0.00000e+00,8.62464e-02,1,5.38000e+00,2.00000e+00,-4.62000e+00,1.33442e-20
1.06657e+00,-1.59741e-02,-1.78067e-06,2.05617e-03,1.23007e-06,-4.14261e-07,-2.04451e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.51447e+00,0.00000e+00,8.62464e-02,1,5.40000e+00,2.00000e+00,-4.60000e+00,1.34001e-20
1.06692e+00,-1.60298e-02,-1.88845e-06,2.07548e-03,1.20566e-06,-4.11548e-07,-2.06296e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.49045e+00,0.00000e+00,8.62464e-02,1,5.42000e+00,2.00000e+00,-4.58000e+00,1.34560e-20
1.06726e+00,-1.60856e-02,-1.99623e-06,2.09478e-03,1.18126e-06,-4.08834e-07,-2.08141e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.46642e+00,0.00000e+00,8.62464e-02,1,5.44000e+00,2.00000e+00,-4.56000e+00,1.35119e-20
1.06761e+00,-1.61414e-02,-2.10401e-06,2.11408e-03,1.15686e-06,-4.06121e-07,-2.09986e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.44240e+00,0.00000e+00,8.62464e-02,1,5.46000e+00,2.00000e+00,-4.54000e+00,1.35678e-20
1.06796e+00,-1.61972e-02,-2.21179e-06,2.13339e-03,1.13246e-06,-4.03408e-07,-2.11832e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.41837e+00,0.00000e+00,8.62464e-02,1,5.48000e+00,2.00000e+00,-4.52000e+00,1.36237e-20
1.06830e+00,-1.62530e-02,-2.31957e-06,2.15269e-03,1.10806e-06,-4.00694e-07,-2.13677e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.39435e+00,0.00000e+00,8.62464e-02,1,5.50000e+00,2.00000e+00,-4.50000e+00,1.36796e-20
1.06865e+00,-1.63088e-02,-2.42735e-06,2.17200e-03,1.08365e-06,-3.97981e-07,-2.15522e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.37033e+00,0.00000e+00,8.62464e-02,1,5.52000e+00,2.00000e+00,-4.48000e+00,1.37355e-20
1.06899e+00,-1.63646e-02,-2.53513e-06,2.19130e-03,1.05925e-06,-3.95268e-07,-2.17367e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.34630e+00,0.00000e+00,8.62464e-02,1,5.54000e+00,2.00000e+00,-4.46000e+00,1.37914e-20
1.06934e+00,-1.64204e-02,-2.64291e-06,2.21061e-03,1.03485e-06,-3.92555e-07,-2.19212e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.32228e+00,0.00000e+00,8.62464e-02,1,5.56000e+00,2.00000e+00,-4.44000e+00,1.38473e-20
1.06969e+00,-1.64762e-02,-2.75069e-06,2.22991e-03,1.01045e-06,-3.89841e-07,-2.21058e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.29825e+00,0.00000e+00,8.62464e-02,1,5.58000e+00,2.00000e+00,-4.42000e+00,1.39032e-20
1.07003e+00,-1.65320e-02,-2.85847e-06,2.24921e-03,9.86046e-07,-3.87128e-07,-2.22903e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.27423e+00,0.00000e+00,8.62464e-02,1,5.60000e+00,2.00000e+00,-4.40000e+00,1.39591e-20
1.07038e+00,-1.65878e-02,-2.96625e-06,2.26852e-03,9.61644e-07,-3.84415e-07,-2.24748e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.25020e+00,0.00000e+00,8.62464e-02,1,5.62000e+00,2.00000e+00,-4.38000e+00,1.40150e-20
1.07072e+00,-1.66436e-02,-3.07403e-06,2.28782e-03,9.37242e-07,-3.81701e-07,-2.26593e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.22618e+00,0.00000e+00,8.62464e-02,1,5.64000e+00,2.00000e+00,-4.36000e+00,1.40709e-20
1.07107e+00,-1.66994e-02,-3.18181e-06,2.30713e-03,9.12840e-07,-3.78988e-07,-2.28439e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.20216e+00,0.00000e+00,8.62464e-02,1,5.66000e+00,2.00000e+00,-4.34000e+00,1.41268e-20
1.07142e+00,-1.67551e-02,-3.28959e-06,2.32643e-03,8.88438e-07,-3.76275e-07,-2.30284e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.17813e+00,0.00000e+00,8.62464e-02,1,5.68000e+00,2.00000e+00,-4.32000e+00,1.41827e-20
1.07176e+00,-1.68109e-02,-3.39737e-06,2.34574e-03,8.64036e-07,-3.73561e-07,-2.32129e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.15411e+00,0.00000e+00,8.62464e-02,1,5.70000e+00,2.00000e+00,-4.30000e+00,1.42386e-20
1.07211e+00,-1.68667e-02,-3.50515e-06,2.36504e-03,8.39634e-07,-3.70848e-07,-2.33974e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.13008e+00,0.00000e+00,8.62464e-02,1,5.72000e+00,2.00000e+00,-4.28000e+00,1.42945e-20
1.07246e+00,-1.69225e-02,-3.61293e-06,2.38434e-03,8.15232e-07,-3.68135e-07,-2.35820e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.10606e+00,0.00000e+00,8.62464e-02,1,5.74000e+00,2.00000e+00,-4.26000e+00,1.43504e-20
1.07280e+00,-1.69783e-02,-3.72071e-06,2.40365e-03,7.90830e-07,-3.65421e-07,-2.37665e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.08203e+00,0.00000e+00,8.62464e-02,1,5.76000e+00,2.00000e+00,-4.24000e+00,1.44063e-20
1.07306e+00,-1.70285e-02,-3.79854e-06,2.41497e-03,7.85019e-07,-3.52900e-07,-2.38669e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.06462e+00,0.00000e+00,7.93816e-02,1,5.78000e+00,2.00000e+00,-4.22000e+00,1.44622e-20
1.07320e+00,-1.70705e-02,-3.85956e-06,2.41437e-03,8.70305e-07,-3.35436e-07,-2.38417e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.05700e+00,0.00000e+00,7.93816e-02,1,5.80000e+00,2.00000e+00,-4.20000e+00,1.45181e-20
1.07334e+00,-1.71124e-02,-3.92057e-06,2.41377e-03,9.55591e-07,-3.17972e-07,-2.38165e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.04939e+00,0.00000e+00,7.93816e-02,1,5.82000e+00,2.00000e+00,-4.18000e+00,1.45740e-20
1.07348e+00,-1.71544e-02,-3.98159e-06,2.41317e-03,1.04088e-06,-3.00508e-07,-2.37913e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.04177e+00,0.00000e+00,7.93816e-02,1,5.84000e+00,2.00000e+00,-4.16000e+00,1.46300e-20
1.07362e+00,-1.71964e-02,-4.04260e-06,2.41257e-03,1.12616e-06,-2.83044e-07,-2.37662e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.03416e+00,0.00000e+00,7.93816e-02,1,5.86000e+00,2.00000e+00,-4.14000e+00,1.46859e-20
1.07376e+00,-1.72349e-02,-4.10225e-06,2.41196e-03,1.21355e-06,-2.65291e-07,-2.37418e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.02674e+00,0.00000e+00,7.93816e-02,1,5.88000e+00,2.00000e+00,-4.12000e+00,1.47418e-20
1.07388e+00,-1.72557e-02,-4.15468e-06,2.41128e-03,1.31204e-06,-2.46008e-07,-2.37220e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.02035e+00,0.00000e+00,7.93816e-02,1,5.90000e+00,2.00000e+00,-4.10000e+00,1.47977e-20
1.07400e+00,-1.72765e-02,-4.20711e-06,2.41061e-03,1.41052e-06,-2.26725e-07,-2.37021e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.01397e+00,0.00000e+00,7.93816e-02,1,5.92000e+00,2.00000e+00,-4.08000e+00,1.48536e-20
1.07412e+00,-1.72972e-02,-4.25955e-06,2.40994e-03,1.50901e-06,-2.07442e-07,-2.36822e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.00758e+00,0.00000e+00,7.93816e-02,1,5.94000e+00,2.00000e+00,-4.06000e+00,1.49095e-20
1.07424e+00,-1.73180e-02,-4.31198e-06,2.40926e-03,1.60750e-06,-1.88160e-07,-2.36623e-03,0.00000e+00,0.00000e+00,0.00000e+00,4.00120e+00,0.00000e+00,7.93816e-02,1,5.96000e+00,2.00000e+00,-4.04000e+00,1.49654e-20
1.07436e+00,-1.73388e-02,-4.36441e-06,2.40859e-03,1.70598e-06,-1.68877e-07,-2.36425e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.99481e+00,0.00000e+00,7.93816e-02,1,5.98000e+00,2.00000e+00,-4.02000e+00,1.50213e-20
1.07449e+00,-1.73596e-02,-4.41684e-06,2.40792e-03,1.80447e-06,-1.49594e-07,-2.36226e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.98843e+00,0.00000e+00,7.93816e-02,1,6.00000e+00,2.00000e+00,-4.00000e+00,1.50772e-20
1.07461e+00,-1.73803e-02,-4.46927e-06,2.40724e-03,1.90296e-06,-1.30311e-07,-2.36027e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.98204e+00,0.00000e+00,7.93816e-02,1,6.02000e+00,2.00000e+00,-3.98000e+00,1.51331e-20
1.07473e+00,-1.74011e-02,-4.52170e-06,2.40657e-03,2.00144e-06,-1.11028e-07,-2.35828e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.97566e+00,0.00000e+00,7.93816e-02,1,6.04000e+00,2.00000e+00,-3.96000e+00,1.51890e-20
1.07485e+00,-1.74219e-02,-4.57414e-06,2.40590e-03,2.09993e-06,-9.17454e-08,-2.35630e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.96927e+00,0.00000e+00,7.93816e-02,1,6.06000e+00,2.00000e+00,-3.94000e+00,1.52449e-20
1.07497e+00,-1.74426e-02,-4.62657e-06,2.40522e-03,2.19842e-06,-7.24626e-08,-2.35431e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.96289e+00,0.00000e+00,7.93816e-02,1,6.08000e+00,2.00000e+00,-3.92000e+00,1.53008e-20
1.07510e+00,-1.74634e-02,-4.67900e-06,2.40455e-03,2.29690e-06,-5.31798e-08,-2.35232e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.95650e+00,0.00000e+00,7.93816e-02,1,6.10000e+00,2.00000e+00,-3.90000e+00,1.53567e-20
1.07522e+00,-1.74842e-02,-4.73143e-06,2.40388e-03,2.39539e-06,-3.38970e-08,-2.35033e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.95012e+00,0.00000e+00,7.93816e-02,1,6.12000e+00,2.00000e+00,-3.88000e+00,1.54126e-20
1.07534e+00,-1.75049e-02,-4.78386e-06,2.40321e-03,2.49388e-06,-1.46139e-08,-2.34835e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.94373e+00,0.00000e+00,7.93816e-02,1,6.14000e+00,2.00000e+00,-3.86000e+00,1.54685e-20
1.07546e+00,-1.75257e-02,-4.83629e-06,2.40253e-03,2.59237e-06,4.66890e-09,-2.34636e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.93735e+00,0.00000e+00,7.93816e-02,1,6.16000e+00,2.00000e+00,-3.84000e+00,1.55244e-20
1.07558e+00,-1.75465e-02,-4.88873e-06,2.40186e-03,2.69085e-06,2.39517e-08,-2.34437e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.93096e+00,0.00000e+00,7.93816e-02,1,6.18000e+00,2.00000e+00,-3.82000e+00,1.55803e-20
1.07570e+00,-1.75672e-02,-4.94116e-06,2.40119e-03,2.78934e-06,4.32345e-08,-2.34239e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.92458e+00,0.00000e+00,7.93816e-02,1,6.20000e+00,2.00000e+00,-3.80000e+00,1.56362e-20
1.07583e+00,-1.75880e-02,-4.99359e-06,2.40051e-03,2.88783e-06,6.25174e-08,-2.34040e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.91819e+00,0.00000e+00,7.93816e-02,1,6.22000e+00,2.00000e+00,-3.78000e+00,1.56921e-20
1.07595e+00,-1.76088e-02,-5.04602e-06,2.39984e-03,2.98631e-06,8.18002e-08,-2.33841e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.91180e+00,0.00000e+00,7.93816e-02,1,6.24000e+00,2.00000e+00,-3.76000e+00,1.57480e-20
1.07692e+00,-1.78422e-02,-5.43122e-06,2.31248e-03,3.97332e-06,2.68803e-07,-2.22412e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.87037e+00,0.00000e+00,7.17282e-02,1,6.26000e+00,2.00000e+00,-3.74000e+00,1.58039e-20
1.07767e+00,-1.78926e-02,-5.77167e-06,2.37840e-03,5.25882e-06,4.02535e-07,-2.21042e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.83775e+00,0.00000e+00,7.17282e-02,1,6.28000e+00,2.00000e+00,-3.72000e+00,1.58598e-20
1.07842e+00,-1.79431e-02,-6.11211e-06,2.44432e-03,6.54431e-06,5.36266e-07,-2.19672e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.80513e+00,0.00000e+00,7.17282e-02,1,6.30000e+00,2.00000e+00,-3.70000e+00,1.59157e-20
1.07917e+00,-1.79935e-02,-6.45255e-06,2.51024e-03,7.82981e-06,6.69997e-07,-2.18302e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.77250e+00,0.00000e+00,7.17282e-02,1,6.32000e+00,2.00000e+00,-3.68000e+00,1.59717e-20
1.07992e+00,-1.80439e-02,-6.79300e-06,2.57616e-03,9.11530e-06,8.03729e-07,-2.16932e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.73988e+00,0.00000e+00,7.17282e-02,1,6.34000e+00,2.00000e+00,-3.66000e+00,1.60276e-20
1.08067e+00,-1.80944e-02,-7.13344e-06,2.64208e-03,1.04008e-05,9.37460e-07,-2.15562e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.70726e+00,0.00000e+00,7.17282e-02,1,6.36000e+00,2.00000e+00,-3.64000e+00,1.60835e-20
1.08142e+00,-1.81448e-02,-7.47389e-06,2.70800e-03,1.16863e-05,1.07119e-06,-2.14193e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.67464e+00,0.00000e+00,7.17282e-02,1,6.38000e+00,2.00000e+00,-3.62000e+00,1.61394e-20
1.08212e+00,-1.82570e-02,-7.82229e-06,2.80316e-03,1.29097e-05,1.18450e-06,-2.14418e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.64402e+00,0.00000e+00,7.17282e-02,1,6.40000e+00,2.00000e+00,-3.60000e+00,1.61953e-20
1.08281e+00,-1.83827e-02,-8.17243e-06,2.90470e-03,1.41195e-05,1.29334e-06,-2.14991e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.61382e+00,0.00000e+00,7.17282e-02,1,6.42000e+00,2.00000e+00,-3.58000e+00,1.62512e-20
1.08350e+00,-1.85084e-02,-8.52256e-06,3.00625e-03,1.53293e-05,1.40219e-06,-2.15565e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.58363e+00,0.00000e+00,7.17282e-02,1,6.44000e+00,2.00000e+00,-3.56000e+00,1.63071e-20
1.08418e+00,-1.86340e-02,-8.87270e-06,3.10779e-03,1.65392e-05,1.51103e-06,-2.16139e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.55344e+00,0.00000e+00,7.17282e-02,1,6.46000e+00,2.00000e+00,-3.54000e+00,1.63630e-20
1.08487e+00,-1.87597e-02,-9.22284e-06,3.20933e-03,1.77490e-05,1.61988e-06,-2.16713e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.52325e+00,0.00000e+00,7.17282e-02,1,6.48000e+00,2.00000e+00,-3.52000e+00,1.64189e-20
1.08556e+00,-1.88848e-02,-9.60728e-06,3.31080e-03,1.87909e-05,1.59810e-06,-2.17342e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.49324e+00,0.00000e+00,6.68870e-02,1,6.50000e+00,2.00000e+00,-3.50000e+00,1.64748e-20
1.08573e+00,-1.89359e-02,-1.39345e-05,3.40256e-03,9.50099e-07,-1.34618e-05,-2.24585e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.48573e+00,0.00000e+00,6.68870e-02,1,6.52000e+00,2.00000e+00,-3.48000e+00,1.65307e-20
1.08589e+00,-1.89870e-02,-1.82618e-05,3.49432e-03,-1.68907e-05,-2.85216e-05,-2.31829e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.47822e+00,0.00000e+00,6.68870e-02,1,6.54000e+00,2.00000e+00,-3.46000e+00,1.65866e-20
1.08606e+00,-1.90382e-02,-2.25890e-05,3.58609e-03,-3.47314e-05,-4.35815e-05,-2.39072e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.47071e+00,0.00000e+00,6.68870e-02,1,6.56000e+00,2.00000e+00,-3.44000e+00,1.66425e-20
1.08623e+00,-1.90893e-02,-2.69162e-05,3.67785e-03,-5.25722e-05,-5.86414e-05,-2.46315e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.46320e+00,0.00000e+00,6.68870e-02,1,6.58000e+00,2.00000e+00,-3.42000e+00,1.66984e-20
1.08640e+00,-1.91404e-02,-3.12435e-05,3.76962e-03,-7.04130e-05,-7.37013e-05,-2.53559e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.45570e+00,0.00000e+00,6.68870e-02,1,6.60000e+00,2.00000e+00,-3.40000e+00,1.67543e-20
1.08657e+00,-1.91916e-02,-3.55707e-05,3.86138e-03,-8.82538e-05,-8.87611e-05,-2.60802e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.44819e+00,0.00000e+00,6.68870e-02,1,6.62000e+00,2.00000e+00,-3.38000e+00,1.68102e-20
1.08690e+00,-1.92720e-02,-3.16522e-05,4.05033e-03,-7.05179e-05,-7.50668e-05,-2.81300e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.43735e+00,0.00000e+00,6.68870e-02,1,6.64000e+00,2.00000e+00,-3.36000e+00,1.68661e-20
1.08724e+00,-1.93544e-02,-2.71996e-05,4.24558e-03,-5.04780e-05,-5.95101e-05,-3.02656e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.42629e+00,0.00000e+00,6.68870e-02,1,6.66000e+00,2.00000e+00,-3.34000e+00,1.69220e-20
1.08758e+00,-1.94368e-02,-2.27470e-05,4.44083e-03,-3.04380e-05,-4.39535e-05,-3.24012e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.41524e+00,0.00000e+00,6.68870e-02,1,6.68000e+00,2.00000e+00,-3.32000e+00,1.69779e-20
1.08792e+00,-1.95192e-02,-1.82945e-05,4.63608e-03,-1.03980e-05,-2.83968e-05,-3.45368e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.40418e+00,0.00000e+00,6.68870e-02,1,6.70000e+00,2.00000e+00,-3.30000e+00,1.70338e-20
1.08827e+00,-1.96017e-02,-1.38419e-05,4.83133e-03,9.64198e-06,-1.28401e-05,-3.66724e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.39312e+00,0.00000e+00,6.68870e-02,1,6.72000e+00,2.00000e+00,-3.28000e+00,1.70897e-20
1.08860e+00,-1.96823e-02,-9.66346e-06,5.02034e-03,2.84847e-05,1.76304e-06,-3.87347e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.38235e+00,0.00000e+00,6.68870e-02,1,6.74000e+00,2.00000e+00,-3.26000e+00,1.71456e-20
1.08934e+00,-1.98266e-02,-9.90726e-06,5.19891e-03,2.99047e-05,1.77720e-06,-4.16399e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.35943e+00,0.00000e+00,6.25707e-02,1,6.76000e+00,2.00000e+00,-3.24000e+00,1.72015e-20
1.09012e+00,-1.99776e-02,-1.01676e-05,5.38376e-03,3.13923e-05,1.79235e-06,-4.46904e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.33530e+00,0.00000e+00,6.25707e-02,1,6.78000e+00,2.00000e+00,-3.22000e+00,1.72574e-20
1.09090e+00,-2.01287e-02,-1.04279e-05,5.56860e-03,3.28799e-05,1.80750e-06,-4.77409e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.31117e+00,0.00000e+00,6.25707e-02,1,6.80000e+00,2.00000e+00,-3.20000e+00,1.73134e-20
1.09169e+00,-2.02797e-02,-1.06883e-05,5.75344e-03,3.43675e-05,1.82265e-06,-5.07914e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.28703e+00,0.00000e+00,6.25707e-02,1,6.82000e+00,2.00000e+00,-3.18000e+00,1.73693e-20
1.09247e+00,-2.04308e-02,-1.09486e-05,5.93829e-03,3.58551e-05,1.83780e-06,-5.38419e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.26290e+00,0.00000e+00,6.25707e-02,1,6.84000e+00,2.00000e+00,-3.16000e+00,1.74252e-20
1.09326e+00,-2.05861e-02,-1.12091e-05,6.12794e-03,3.73631e-05,1.85344e-06,-5.69565e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.23852e+00,0.00000e+00,6.25707e-02,1,6.86000e+00,2.00000e+00,-3.14000e+00,1.74811e-20
1.09389e+00,-2.06016e-02,-1.15566e-05,5.97463e-03,3.71828e-05,2.39669e-06,-5.60680e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.22020e+00,0.00000e+00,5.98471e-02,1,6.88000e+00,2.00000e+00,-3.12000e+00,1.75370e-20
1.09448e+00,-2.05797e-02,-1.19097e-05,5.75808e-03,3.67245e-05,3.01302e-06,-5.44530e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.20331e+00,0.00000e+00,5.98471e-02,1,6.90000e+00,2.00000e+00,-3.10000e+00,1.75929e-20
1.09506e+00,-2.05578e-02,-1.22628e-05,5.54154e-03,3.62661e-05,3.62935e-06,-5.28380e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.18641e+00,0.00000e+00,5.98471e-02,1,6.92000e+00,2.00000e+00,-3.08000e+00,1.76488e-20
1.09565e+00,-2.05359e-02,-1.26159e-05,5.32499e-03,3.58078e-05,4.24569e-06,-5.12230e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.16952e+00,0.00000e+00,5.98471e-02,1,6.94000e+00,2.00000e+00,-3.06000e+00,1.77047e-20
1.09624e+00,-2.05140e-02,-1.29690e-05,5.10845e-03,3.53495e-05,4.86202e-06,-4.96079e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.15263e+00,0.00000e+00,5.98471e-02,1,6.96000e+00,2.00000e+00,-3.04000e+00,1.77606e-20
1.09683e+00,-2.04920e-02,-1.33221e-05,4.89190e-03,3.48912e-05,5.47836e-06,-4.79929e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.13573e+00,0.00000e+00,5.98471e-02,1,6.98000e+00,2.00000e+00,-3.02000e+00,1.78165e-20
1.09742e+00,-2.04692e-02,-1.35724e-05,4.63688e-03,3.31071e-05,6.06042e-06,-4.54321e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.11875e+00,0.00000e+00,5.60834e-02,1,7.00000e+00,2.00000e+00,-3.00000e+00,1.78724e-20
1.09802e+00,-2.04462e-02,-1.38000e-05,4.37339e-03,3.10310e-05,6.63493e-06,-4.26629e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.10174e+00,0.00000e+00,5.60834e-02,1,7.02000e+00,2.00000e+00,-2.98000e+00,1.79283e-20
1.09862e+00,-2.04231e-02,-1.40277e-05,4.10990e-03,2.89549e-05,7.20945e-06,-3.98937e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.08474e+00,0.00000e+00,5.60834e-02,1,7.04000e+00,2.00000e+00,-2.96000e+00,1.79842e-20
1.09922e+00,-2.04001e-02,-1.42553e-05,3.84640e-03,2.68788e-05,7.78396e-06,-3.71245e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.06773e+00,0.00000e+00,5.60834e-02,1,7.06000e+00,2.00000e+00,-2.94000e+00,1.80401e-20
1.09981e+00,-2.03770e-02,-1.44829e-05,3.58291e-03,2.48026e-05,8.35848e-06,-3.43554e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.05072e+00,0.00000e+00,5.60834e-02,1,7.08000e+00,2.00000e+00,-2.92000e+00,1.80960e-20
1.10042e+00,-2.03638e-02,-1.47180e-05,3.32067e-03,2.27565e-05,8.91909e-06,-3.15869e-03,0.00000e+00,0.00000e+00,0.00000e+00,3.03372e+00,0.00000e+00,5.60834e-02,1,7.10000e+00,2.00000e+00,-2.90000e+00,1.81519e-20
